round,supplier,retailer,final_price,final_volume
1,Supplier2,Retailer1,88.0,1100.0
1,Supplier3,Retailer1,45.0,1500.0
1,Supplier3,Retailer6,90.0,800.0
2,Supplier1,Retailer2,51.0,1200.0
2,Supplier3,Retailer2,50.0,1200.0
2,Supplier1,Retailer6,45.0,1200.0
2,Supplier1,Retailer7,47.0,1800.0
2,Supplier3,Retailer7,45.0,1500.0
2,Supplier1,Retailer8,52.0,2000.0
2,Supplier3,Retailer8,50.0,1800.0
2,Supplier1,Retailer10,100.0,3700.0
3,Supplier2,Retailer2,55.0,1000.0
3,Supplier2,Retailer3,54.0,1500.0
3,Supplier3,Retailer3,54.0,1500.0
3,Supplier3,Retailer4,48.0,1000.0
3,Supplier3,Retailer5,48.0,623.0
3,Supplier2,Retailer6,90.0,800.0
3,Supplier2,Retailer8,50.0,1800.0
4,Supplier2,Retailer9,60.0,1200.0
5,Supplier2,Retailer4,55.0,1000.0
6,Supplier2,Retailer7,45.0,1458.0
1,Supplier2,Retailer9,108.0,2000.0
1,Supplier1,Retailer10,45.0,800.0
2,Supplier3,Retailer1,88.0,950.0
2,Supplier1,Retailer2,95.0,2500.0
2,Supplier2,Retailer3,52.0,1800.0
2,Supplier3,Retailer3,52.0,2500.0
2,Supplier2,Retailer4,100.0,1200.0
2,Supplier3,Retailer4,100.0,1200.0
2,Supplier1,Retailer5,55.0,1800.0
2,Supplier2,Retailer6,100.0,2000.0
2,Supplier3,Retailer6,92.0,1800.0
2,Supplier3,Retailer7,52.0,1200.0
2,Supplier2,Retailer8,52.0,2000.0
2,Supplier3,Retailer8,50.0,2000.0
2,Supplier3,Retailer9,108.0,250.0
2,Supplier2,Retailer10,47.0,920.0
3,Supplier1,Retailer3,52.0,2500.0
3,Supplier1,Retailer4,100.0,1200.0
3,Supplier1,Retailer6,100.0,1108.0
1,Supplier1,Retailer2,75.0,1200.0
1,Supplier3,Retailer9,80.0,1800.0
2,Supplier1,Retailer3,100.0,1200.0
2,Supplier1,Retailer7,81.0,1000.0
2,Supplier3,Retailer7,85.0,800.0
2,Supplier1,Retailer8,100.0,1300.0
2,Supplier3,Retailer10,80.0,1500.0
3,Supplier2,Retailer1,108.0,1000.0
3,Supplier2,Retailer3,110.0,1200.0
3,Supplier1,Retailer5,110.0,1000.0
3,Supplier1,Retailer6,90.0,1200.0
3,Supplier2,Retailer6,95.0,1500.0
3,Supplier2,Retailer7,80.0,800.0
3,Supplier2,Retailer8,100.0,1300.0
3,Supplier1,Retailer9,85.0,1200.0
3,Supplier2,Retailer9,85.0,1200.0
3,Supplier2,Retailer10,45.0,1200.0
4,Supplier1,Retailer1,110.0,1200.0
4,Supplier3,Retailer1,80.0,1400.0
4,Supplier3,Retailer4,95.0,1450.0
4,Supplier3,Retailer6,100.0,2000.0
4,Supplier3,Retailer8,STOCK_EXCEEDED,FAIL
5,Supplier2,Retailer2,105.0,1200.0
5,Supplier2,Retailer5,108.0,483.0
5,Supplier3,Retailer5,88.0,909.0
5,Supplier1,Retailer10,95.0,593.0
1,Supplier2,Retailer1,54.0,1500.0
1,Supplier3,Retailer1,54.0,1500.0
1,Supplier3,Retailer4,53.0,1200.0
1,Supplier3,Retailer5,53.0,1400.0
1,Supplier3,Retailer9,55.0,1200.0
2,Supplier3,Retailer2,50.0,1800.0
2,Supplier1,Retailer3,52.0,1600.0
2,Supplier1,Retailer5,53.0,1400.0
2,Supplier3,Retailer6,54.0,1800.0
2,Supplier2,Retailer7,47.0,1400.0
2,Supplier3,Retailer7,48.0,1053.0
